order_number,order_date,customer_id,state_id,product_id,status_id,employee_id,unit_cost,unit_sales,quantity,total_cost,total_sales,profit,profit_margin
139395.0,2020-01-22,22,58d51ffb-d559-4dc0-83ae-2aae2752e872,21,3,3,600.0,780.0,3.0,1800.0,2340.0,540.0,0.23076923076923078
139396.0,2020-01-22,23,b0add8dd-4ea7-46de-b84e-93a5673ad1e1,22,3,4,10500.0,13650.0,4.0,42000.0,54600.0,12600.0,0.23076923076923078
139397.0,2020-01-23,24,7c220b0d-26be-446f-a870-8f460ac067a1,23,3,5,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,0.23076923076923078
139398.0,2020-01-24,25,80fa495b-7da3-499e-8713-ecccee96dcdf,24,3,1,4500.0,5850.0,4.0,18000.0,23400.0,5400.0,0.23076923076923078
139399.0,2020-01-25,26,12edcbea-7a5f-4d7b-a7e6-97f1be795ca8,25,3,2,8500.0,11050.0,2.0,17000.0,22100.0,5100.0,0.23076923076923078
139400.0,2020-01-26,27,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,26,3,3,12500.0,16250.0,2.0,25000.0,32500.0,7500.0,0.23076923076923078
139401.0,2020-01-26,28,c8ee6839-575b-4c72-898c-18cc2403f906,42,4,4,3500.0,4550.0,3.0,10500.0,13650.0,3150.0,0.23076923076923078
139402.0,2020-01-26,29,7c220b0d-26be-446f-a870-8f460ac067a1,59,2,5,4500.0,5850.0,4.0,18000.0,23400.0,5400.0,0.23076923076923078
139403.0,2020-01-26,30,80fa495b-7da3-499e-8713-ecccee96dcdf,29,2,6,2100.0,2730.0,3.0,6300.0,8190.0,1890.0,0.23076923076923078
139404.0,2020-01-27,31,242e1aa5-69a2-46f6-b3d1-39b6a7af9b39,30,2,1,1150.0,1495.0,3.0,3450.0,4485.0,1035.0,0.23076923076923078
139405.0,2020-01-28,32,db39d750-e385-4f86-9947-dac5a87f1ce6,31,2,2,350.0,455.0,1.0,350.0,455.0,105.0,0.23076923076923078
139406.0,2020-01-29,33,db39d750-e385-4f86-9947-dac5a87f1ce6,32,2,3,9500.0,12350.0,3.0,28500.0,37050.0,8550.0,0.23076923076923078
139407.0,2020-01-30,34,db39d750-e385-4f86-9947-dac5a87f1ce6,38,3,4,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,0.23076923076923078
139408.0,2020-01-31,35,db39d750-e385-4f86-9947-dac5a87f1ce6,34,1,5,6500.0,8450.0,3.0,19500.0,25350.0,5850.0,0.23076923076923078
139409.0,2020-02-01,36,db39d750-e385-4f86-9947-dac5a87f1ce6,35,4,6,8500.0,11050.0,4.0,34000.0,44200.0,10200.0,0.23076923076923078
139410.0,2020-02-01,37,db39d750-e385-4f86-9947-dac5a87f1ce6,3,4,1,7000.0,9100.0,3.0,21000.0,27300.0,6300.0,0.23076923076923078
139411.0,2020-02-01,38,db39d750-e385-4f86-9947-dac5a87f1ce6,136,4,2,6550.0,8515.0,3.0,19650.0,25545.0,5895.0,0.23076923076923078
139412.0,2020-02-01,39,ddcbc6f6-0a84-4155-b8f1-49fbf9f75005,65,4,3,7650.0,9945.0,3.0,22950.0,29835.0,6885.0,0.23076923076923078
139413.0,2020-02-02,40,c98d6e57-6860-4e34-80c0-bb1af9619a56,6,4,4,1150.0,1495.0,1.0,1150.0,1495.0,345.0,0.23076923076923078
139414.0,2020-02-03,41,b6d78066-c073-411b-93d6-8bea001ca6cd,7,4,5,850.0,1105.0,1.0,850.0,1105.0,255.0,0.23076923076923078
139415.0,2020-02-03,42,313dd403-3837-4773-9d3b-91b30cc84b2b,8,4,1,650.0,845.0,2.0,1300.0,1690.0,390.0,0.23076923076923078
139416.0,2020-02-03,1,e69f1148-2dcc-42f4-a8fa-c52aaf86c262,9,4,2,7500.0,9750.0,1.0,7500.0,9750.0,2250.0,0.23076923076923078
139417.0,2020-02-04,2,819e28db-a1fa-4833-bc70-659bbc4cd177,38,4,3,10000.0,13000.0,3.0,30000.0,39000.0,9000.0,0.23076923076923078
139418.0,2020-02-05,3,819e28db-a1fa-4833-bc70-659bbc4cd177,39,4,4,10500.0,13650.0,2.0,21000.0,27300.0,6300.0,0.23076923076923078
139419.0,2020-02-06,4,819e28db-a1fa-4833-bc70-659bbc4cd177,12,3,5,8500.0,11050.0,4.0,34000.0,44200.0,10200.0,0.23076923076923078
139420.0,2020-02-07,5,819e28db-a1fa-4833-bc70-659bbc4cd177,3,1,6,7000.0,9100.0,4.0,28000.0,36400.0,8400.0,0.23076923076923078
139421.0,2020-02-08,6,819e28db-a1fa-4833-bc70-659bbc4cd177,40,4,1,1680.0,2184.0,2.0,3360.0,4368.0,1008.0,0.23076923076923078
139422.0,2020-02-09,7,819e28db-a1fa-4833-bc70-659bbc4cd177,69,2,2,6540.0,8502.0,1.0,6540.0,8502.0,1962.0,0.23076923076923078
139423.0,2020-02-10,8,73523a4b-d2ed-476f-b802-c9b1638de58d,15,3,3,2680.0,3484.0,1.0,2680.0,3484.0,804.0,0.23076923076923078
139424.0,2020-02-11,9,8e686a6e-bd43-4f6a-ba72-db186760f9d1,16,1,4,8250.0,10725.0,1.0,8250.0,10725.0,2475.0,0.23076923076923078
139425.0,2020-02-12,10,66110ee9-8739-49c4-aa04-1abcfb17e426,42,4,5,2650.0,3445.0,3.0,7950.0,10335.0,2385.0,0.23076923076923078
139426.0,2020-02-13,11,f416a7b3-0ece-490b-9a91-fce0f3cc61b5,18,2,6,12550.0,16315.0,3.0,37650.0,48945.0,11295.0,0.23076923076923078
139427.0,2020-02-14,12,1efc654c-5de2-4eba-8541-894a54948924,19,3,1,14500.0,18850.0,3.0,43500.0,56550.0,13050.0,0.23076923076923078
139428.0,2020-02-15,13,9181f912-f4f4-4ce1-8513-38c547f8cf5a,20,1,2,800.0,1040.0,3.0,2400.0,3120.0,720.0,0.23076923076923078
139429.0,2020-02-16,14,6b1a0461-c191-4fed-8dfc-2b72a8508e92,21,4,3,600.0,780.0,3.0,1800.0,2340.0,540.0,0.23076923076923078
139430.0,2020-02-17,15,33b548a0-b2fd-4b28-9051-32f388cc7c44,22,2,4,10500.0,13650.0,3.0,31500.0,40950.0,9450.0,0.23076923076923078
139431.0,2020-02-18,16,6232566a-7ce6-497e-8154-9008cf9c8d39,38,3,5,6500.0,8450.0,2.0,13000.0,16900.0,3900.0,0.23076923076923078
139432.0,2020-02-19,17,58d51ffb-d559-4dc0-83ae-2aae2752e872,43,1,6,4500.0,5850.0,2.0,9000.0,11700.0,2700.0,0.23076923076923078
139433.0,2020-02-19,18,b0add8dd-4ea7-46de-b84e-93a5673ad1e1,25,4,1,8500.0,11050.0,2.0,17000.0,22100.0,5100.0,0.23076923076923078
139434.0,2020-02-19,19,7c220b0d-26be-446f-a870-8f460ac067a1,26,2,2,12500.0,16250.0,4.0,50000.0,65000.0,15000.0,0.23076923076923078
139435.0,2020-02-19,20,7c220b0d-26be-446f-a870-8f460ac067a1,56,3,3,3500.0,4550.0,2.0,7000.0,9100.0,2100.0,0.23076923076923078
139436.0,2020-02-20,21,7c220b0d-26be-446f-a870-8f460ac067a1,59,1,4,4500.0,5850.0,2.0,9000.0,11700.0,2700.0,0.23076923076923078
139437.0,2020-02-21,22,7c220b0d-26be-446f-a870-8f460ac067a1,46,4,5,2100.0,2730.0,3.0,6300.0,8190.0,1890.0,0.23076923076923078
139438.0,2020-02-22,23,c8ee6839-575b-4c72-898c-18cc2403f906,30,2,6,1150.0,1495.0,1.0,1150.0,1495.0,345.0,0.23076923076923078
139439.0,2020-02-23,24,7c220b0d-26be-446f-a870-8f460ac067a1,31,3,1,350.0,455.0,1.0,350.0,455.0,105.0,0.23076923076923078
139440.0,2020-02-24,25,80fa495b-7da3-499e-8713-ecccee96dcdf,32,1,2,9500.0,12350.0,1.0,9500.0,12350.0,2850.0,0.23076923076923078
139441.0,2020-02-25,26,242e1aa5-69a2-46f6-b3d1-39b6a7af9b39,52,4,3,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,0.23076923076923078
139442.0,2020-02-26,27,db39d750-e385-4f86-9947-dac5a87f1ce6,48,2,4,6500.0,8450.0,3.0,19500.0,25350.0,5850.0,0.23076923076923078
139443.0,2020-02-27,28,033b3e02-09d9-4404-9dac-bbee3233cfac,49,3,5,8500.0,11050.0,3.0,25500.0,33150.0,7650.0,0.23076923076923078
139444.0,2020-02-28,29,64c5572d-5a53-4ad7-938b-278802c53bb0,3,1,6,7000.0,9100.0,1.0,7000.0,9100.0,2100.0,0.23076923076923078
139445.0,2020-02-29,30,80f0c886-558d-4c5e-9d53-b3bc337842c1,147,4,1,6550.0,8515.0,2.0,13100.0,17030.0,3930.0,0.23076923076923078
139446.0,2020-03-01,31,271e3758-0d95-4e03-883f-89506b924998,65,2,2,7650.0,9945.0,3.0,22950.0,29835.0,6885.0,0.23076923076923078
139447.0,2020-03-02,32,6bc4e69b-383b-4465-a428-3869f8f0a14f,6,3,3,1150.0,1495.0,2.0,2300.0,2990.0,690.0,0.23076923076923078
139448.0,2020-03-03,33,196a575b-c420-445c-9b3a-acb48965fdde,7,1,4,850.0,1105.0,1.0,850.0,1105.0,255.0,0.23076923076923078
139449.0,2020-03-04,34,ddcbc6f6-0a84-4155-b8f1-49fbf9f75005,8,4,5,650.0,845.0,3.0,1950.0,2535.0,585.0,0.23076923076923078
139450.0,2020-03-05,35,c98d6e57-6860-4e34-80c0-bb1af9619a56,9,2,6,7500.0,9750.0,4.0,30000.0,39000.0,9000.0,0.23076923076923078
139451.0,2020-03-06,36,b6d78066-c073-411b-93d6-8bea001ca6cd,52,3,2,10000.0,13000.0,2.0,20000.0,26000.0,6000.0,0.23076923076923078
139452.0,2020-03-07,37,313dd403-3837-4773-9d3b-91b30cc84b2b,53,1,3,10500.0,13650.0,3.0,31500.0,40950.0,9450.0,0.23076923076923078
139453.0,2020-03-07,38,e69f1148-2dcc-42f4-a8fa-c52aaf86c262,12,4,4,8500.0,11050.0,3.0,25500.0,33150.0,7650.0,0.23076923076923078
139454.0,2020-03-07,39,819e28db-a1fa-4833-bc70-659bbc4cd177,3,2,5,7000.0,9100.0,2.0,14000.0,18200.0,4200.0,0.23076923076923078
139455.0,2020-03-07,40,d4d202d8-4e68-4d51-8370-32478a7b2983,54,3,6,1680.0,2184.0,4.0,6720.0,8736.0,2016.0,0.23076923076923078
139456.0,2020-03-07,41,d4d202d8-4e68-4d51-8370-32478a7b2983,69,1,1,6540.0,8502.0,1.0,6540.0,8502.0,1962.0,0.23076923076923078
139457.0,2020-03-07,42,d4d202d8-4e68-4d51-8370-32478a7b2983,15,4,2,2680.0,3484.0,3.0,8040.0,10452.0,2412.0,0.23076923076923078
139458.0,2020-03-07,1,d4d202d8-4e68-4d51-8370-32478a7b2983,16,2,3,8250.0,10725.0,2.0,16500.0,21450.0,4950.0,0.23076923076923078
139459.0,2020-03-08,2,d4d202d8-4e68-4d51-8370-32478a7b2983,56,3,4,2650.0,3445.0,3.0,7950.0,10335.0,2385.0,0.23076923076923078
139460.0,2020-03-09,3,d4d202d8-4e68-4d51-8370-32478a7b2983,18,1,5,12550.0,16315.0,1.0,12550.0,16315.0,3765.0,0.23076923076923078
139461.0,2020-03-10,4,8e686a6e-bd43-4f6a-ba72-db186760f9d1,19,4,6,14500.0,18850.0,1.0,14500.0,18850.0,4350.0,0.23076923076923078
139462.0,2020-03-11,5,66110ee9-8739-49c4-aa04-1abcfb17e426,20,2,1,800.0,1040.0,2.0,1600.0,2080.0,480.0,0.23076923076923078
139463.0,2020-03-12,6,f416a7b3-0ece-490b-9a91-fce0f3cc61b5,21,3,2,600.0,780.0,1.0,600.0,780.0,180.0,0.23076923076923078
139464.0,2020-03-13,7,1efc654c-5de2-4eba-8541-894a54948924,22,1,3,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,0.23076923076923078
139465.0,2020-03-14,8,9181f912-f4f4-4ce1-8513-38c547f8cf5a,52,4,4,6500.0,8450.0,3.0,19500.0,25350.0,5850.0,0.23076923076923078
139466.0,2020-03-15,9,6b1a0461-c191-4fed-8dfc-2b72a8508e92,57,2,5,4500.0,5850.0,2.0,9000.0,11700.0,2700.0,0.23076923076923078
139467.0,2020-03-16,10,33b548a0-b2fd-4b28-9051-32f388cc7c44,25,3,6,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,0.23076923076923078
139468.0,2020-03-16,11,6232566a-7ce6-497e-8154-9008cf9c8d39,26,1,1,12500.0,16250.0,3.0,37500.0,48750.0,11250.0,0.23076923076923078
139469.0,2020-03-16,12,58d51ffb-d559-4dc0-83ae-2aae2752e872,70,4,2,3500.0,4550.0,1.0,3500.0,4550.0,1050.0,0.23076923076923078
139470.0,2020-03-16,13,b0add8dd-4ea7-46de-b84e-93a5673ad1e1,59,2,3,4500.0,5850.0,4.0,18000.0,23400.0,5400.0,0.23076923076923078
139471.0,2020-03-16,14,7c220b0d-26be-446f-a870-8f460ac067a1,60,3,4,2100.0,2730.0,3.0,6300.0,8190.0,1890.0,0.23076923076923078
139472.0,2020-03-16,15,80fa495b-7da3-499e-8713-ecccee96dcdf,30,1,5,1150.0,1495.0,4.0,4600.0,5980.0,1380.0,0.23076923076923078
139473.0,2020-03-16,16,12edcbea-7a5f-4d7b-a7e6-97f1be795ca8,31,4,6,350.0,455.0,3.0,1050.0,1365.0,315.0,0.23076923076923078
139474.0,2020-03-16,17,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,32,2,1,9500.0,12350.0,3.0,28500.0,37050.0,8550.0,0.23076923076923078
139475.0,2020-03-16,18,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,66,3,2,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,0.23076923076923078
139476.0,2020-03-16,19,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,62,1,3,6500.0,8450.0,2.0,13000.0,16900.0,3900.0,0.23076923076923078
139477.0,2020-03-17,20,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,63,4,4,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,0.23076923076923078
139478.0,2020-03-18,21,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,3,2,5,7000.0,9100.0,3.0,21000.0,27300.0,6300.0,0.23076923076923078
139479.0,2020-03-18,22,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,158,3,6,6550.0,8515.0,2.0,13100.0,17030.0,3930.0,0.23076923076923078
139480.0,2020-03-18,23,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,65,1,1,7650.0,9945.0,4.0,30600.0,39780.0,9180.0,0.23076923076923078
139481.0,2020-03-18,24,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,6,4,2,1150.0,1495.0,2.0,2300.0,2990.0,690.0,0.23076923076923078
139482.0,2020-03-18,43,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,7,2,3,850.0,1105.0,4.0,3400.0,4420.0,1020.0,0.23076923076923078
139483.0,2020-03-18,44,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,8,3,4,650.0,845.0,4.0,2600.0,3380.0,780.0,0.23076923076923078
139484.0,2020-03-18,45,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,9,1,5,7500.0,9750.0,1.0,7500.0,9750.0,2250.0,0.23076923076923078
139485.0,2020-03-18,28,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,66,4,6,10000.0,13000.0,2.0,20000.0,26000.0,6000.0,0.23076923076923078
139486.0,2020-03-19,29,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,67,2,1,10500.0,13650.0,3.0,31500.0,40950.0,9450.0,0.23076923076923078
139487.0,2020-03-19,46,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,12,3,2,8500.0,11050.0,4.0,34000.0,44200.0,10200.0,0.23076923076923078
139488.0,2020-03-19,47,b6d78066-c073-411b-93d6-8bea001ca6cd,3,1,3,7000.0,9100.0,1.0,7000.0,9100.0,2100.0,0.23076923076923078
139489.0,2020-03-19,48,313dd403-3837-4773-9d3b-91b30cc84b2b,68,4,4,1680.0,2184.0,2.0,3360.0,4368.0,1008.0,0.23076923076923078
139490.0,2020-03-19,33,e69f1148-2dcc-42f4-a8fa-c52aaf86c262,69,2,5,6540.0,8502.0,2.0,13080.0,17004.0,3924.0,0.23076923076923078
139491.0,2020-03-19,34,819e28db-a1fa-4833-bc70-659bbc4cd177,15,3,6,2680.0,3484.0,1.0,2680.0,3484.0,804.0,0.23076923076923078
139492.0,2020-03-19,49,819e28db-a1fa-4833-bc70-659bbc4cd177,16,1,1,8250.0,10725.0,1.0,8250.0,10725.0,2475.0,0.23076923076923078
139493.0,2020-03-20,36,819e28db-a1fa-4833-bc70-659bbc4cd177,70,4,2,2650.0,3445.0,3.0,7950.0,10335.0,2385.0,0.23076923076923078
139494.0,2020-03-21,50,819e28db-a1fa-4833-bc70-659bbc4cd177,18,2,3,12550.0,16315.0,4.0,50200.0,65260.0,15060.0,0.23076923076923078
139495.0,2020-03-22,38,819e28db-a1fa-4833-bc70-659bbc4cd177,19,3,5,14500.0,18850.0,1.0,14500.0,18850.0,4350.0,0.23076923076923078
139496.0,2020-03-23,51,819e28db-a1fa-4833-bc70-659bbc4cd177,20,1,6,800.0,1040.0,2.0,1600.0,2080.0,480.0,0.23076923076923078
139497.0,2020-03-24,40,819e28db-a1fa-4833-bc70-659bbc4cd177,21,4,1,600.0,780.0,3.0,1800.0,2340.0,540.0,0.23076923076923078
139498.0,2020-03-24,41,8e686a6e-bd43-4f6a-ba72-db186760f9d1,22,2,2,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,0.23076923076923078
139499.0,2020-03-24,52,66110ee9-8739-49c4-aa04-1abcfb17e426,66,3,3,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,0.23076923076923078
139500.0,2020-03-24,1,66110ee9-8739-49c4-aa04-1abcfb17e426,71,1,4,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,0.23076923076923078
139501.0,2020-03-24,2,66110ee9-8739-49c4-aa04-1abcfb17e426,25,4,5,8500.0,11050.0,4.0,34000.0,44200.0,10200.0,0.23076923076923078
139502.0,2020-03-24,3,66110ee9-8739-49c4-aa04-1abcfb17e426,26,2,6,12500.0,16250.0,4.0,50000.0,65000.0,15000.0,0.23076923076923078
139503.0,2020-03-24,53,66110ee9-8739-49c4-aa04-1abcfb17e426,81,3,1,3500.0,4550.0,3.0,10500.0,13650.0,3150.0,0.23076923076923078
139504.0,2020-03-24,5,66110ee9-8739-49c4-aa04-1abcfb17e426,59,1,2,4500.0,5850.0,4.0,18000.0,23400.0,5400.0,0.23076923076923078
139505.0,2020-03-24,6,66110ee9-8739-49c4-aa04-1abcfb17e426,73,4,3,2100.0,2730.0,3.0,6300.0,8190.0,1890.0,0.23076923076923078
139506.0,2020-03-25,7,66110ee9-8739-49c4-aa04-1abcfb17e426,30,2,4,1150.0,1495.0,2.0,2300.0,2990.0,690.0,0.23076923076923078
139507.0,2020-03-25,8,66110ee9-8739-49c4-aa04-1abcfb17e426,31,3,5,350.0,455.0,3.0,1050.0,1365.0,315.0,0.23076923076923078
139508.0,2020-03-25,9,66110ee9-8739-49c4-aa04-1abcfb17e426,32,1,6,9500.0,12350.0,4.0,38000.0,49400.0,11400.0,0.23076923076923078
139509.0,2020-03-25,10,66110ee9-8739-49c4-aa04-1abcfb17e426,78,4,1,10000.0,13000.0,4.0,40000.0,52000.0,12000.0,0.23076923076923078
139510.0,2020-03-25,11,66110ee9-8739-49c4-aa04-1abcfb17e426,75,2,2,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,0.23076923076923078
139511.0,2020-03-25,54,66110ee9-8739-49c4-aa04-1abcfb17e426,76,3,3,8500.0,11050.0,3.0,25500.0,33150.0,7650.0,0.23076923076923078
139512.0,2020-03-25,13,66110ee9-8739-49c4-aa04-1abcfb17e426,3,1,4,7000.0,9100.0,3.0,21000.0,27300.0,6300.0,0.23076923076923078
139513.0,2020-03-25,14,7c220b0d-26be-446f-a870-8f460ac067a1,169,4,5,6550.0,8515.0,3.0,19650.0,25545.0,5895.0,0.23076923076923078
139514.0,2020-03-25,15,80fa495b-7da3-499e-8713-ecccee96dcdf,65,2,6,7650.0,9945.0,4.0,30600.0,39780.0,9180.0,0.23076923076923078
139515.0,2020-03-26,55,242e1aa5-69a2-46f6-b3d1-39b6a7af9b39,6,3,1,1150.0,1495.0,2.0,2300.0,2990.0,690.0,0.23076923076923078
139516.0,2020-03-26,17,db39d750-e385-4f86-9947-dac5a87f1ce6,7,1,5,850.0,1105.0,2.0,1700.0,2210.0,510.0,0.23076923076923078
139517.0,2020-03-26,18,033b3e02-09d9-4404-9dac-bbee3233cfac,8,4,6,650.0,845.0,1.0,650.0,845.0,195.0,0.23076923076923078
139518.0,2020-03-26,19,64c5572d-5a53-4ad7-938b-278802c53bb0,9,2,1,7500.0,9750.0,2.0,15000.0,19500.0,4500.0,0.23076923076923078
139519.0,2020-03-26,56,80f0c886-558d-4c5e-9d53-b3bc337842c1,78,3,2,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,0.23076923076923078
139520.0,2020-03-26,21,271e3758-0d95-4e03-883f-89506b924998,79,1,3,10500.0,13650.0,2.0,21000.0,27300.0,6300.0,0.23076923076923078
139521.0,2020-03-26,22,6bc4e69b-383b-4465-a428-3869f8f0a14f,12,4,4,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,0.23076923076923078
139522.0,2020-03-26,23,33b548a0-b2fd-4b28-9051-32f388cc7c44,3,2,5,7000.0,9100.0,4.0,28000.0,36400.0,8400.0,0.23076923076923078
139523.0,2020-03-26,24,6232566a-7ce6-497e-8154-9008cf9c8d39,80,3,6,1680.0,2184.0,2.0,3360.0,4368.0,1008.0,0.23076923076923078
139524.0,2020-03-26,25,58d51ffb-d559-4dc0-83ae-2aae2752e872,69,1,1,6540.0,8502.0,3.0,19620.0,25506.0,5886.0,0.23076923076923078
139525.0,2020-03-26,26,b0add8dd-4ea7-46de-b84e-93a5673ad1e1,15,4,2,2680.0,3484.0,1.0,2680.0,3484.0,804.0,0.23076923076923078
139526.0,2020-03-26,27,7c220b0d-26be-446f-a870-8f460ac067a1,16,2,3,8250.0,10725.0,4.0,33000.0,42900.0,9900.0,0.23076923076923078
139527.0,2020-03-26,28,80fa495b-7da3-499e-8713-ecccee96dcdf,81,3,4,2650.0,3445.0,4.0,10600.0,13780.0,3180.0,0.23076923076923078
139528.0,2020-03-26,29,12edcbea-7a5f-4d7b-a7e6-97f1be795ca8,18,1,5,12550.0,16315.0,4.0,50200.0,65260.0,15060.0,0.23076923076923078
139529.0,2020-03-26,30,6aa5b11f-c916-4260-ac74-c9ddc15ab7a5,19,4,6,14500.0,18850.0,1.0,14500.0,18850.0,4350.0,0.23076923076923078
139530.0,2020-03-27,31,c8ee6839-575b-4c72-898c-18cc2403f906,20,2,1,800.0,1040.0,4.0,3200.0,4160.0,960.0,0.23076923076923078
139531.0,2020-03-27,32,7c220b0d-26be-446f-a870-8f460ac067a1,21,3,2,600.0,780.0,2.0,1200.0,1560.0,360.0,0.23076923076923078
139532.0,2020-03-27,33,80fa495b-7da3-499e-8713-ecccee96dcdf,22,1,3,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,0.23076923076923078
139533.0,2020-03-27,34,242e1aa5-69a2-46f6-b3d1-39b6a7af9b39,78,4,4,6500.0,8450.0,3.0,19500.0,25350.0,5850.0,0.23076923076923078
139534.0,2020-03-27,35,db39d750-e385-4f86-9947-dac5a87f1ce6,82,2,5,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,0.23076923076923078
139535.0,2020-03-27,36,033b3e02-09d9-4404-9dac-bbee3233cfac,25,3,6,8500.0,11050.0,4.0,34000.0,44200.0,10200.0,0.23076923076923078
139536.0,2020-03-27,37,033b3e02-09d9-4404-9dac-bbee3233cfac,26,1,1,12500.0,16250.0,1.0,12500.0,16250.0,3750.0,0.23076923076923078
139537.0,2020-03-27,38,033b3e02-09d9-4404-9dac-bbee3233cfac,92,4,2,3500.0,4550.0,2.0,7000.0,9100.0,2100.0,0.23076923076923078
